1	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	0	0	0	100	0	0	0	0	0	0	0	0	0
2	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	0	0	0	100	0	0	0	0	0	0	0	0	0
3	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	0	0	0	100	0	0	0	0	0	0	0	0	0
4	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	0	0	0	100	0	0	0	0	0	0	0	0	0
5	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	0	0	0	100	0	0	0	0	0	0	0	0	0


1	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	24,8887638400029	14,1697935178614	1,4169793517861	100	22,5360246259274	27,2415030540784	22,0771688825052	27,7003587975006	21,1671995346542	28,6103281453516	1,92307692308	25,56	49,72
2	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	16,394468846108	11,5962464492496	1,159624644925	100	14,4690389714354	18,3198987207806	14,0935215527327	18,6954161394833	13,3488227110987	19,4401149811173	1,2	15,32	46,06
3	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	13,0691191164725	9,4399200420934	0,9439920042093	100	11,5017236542327	14,6365145787123	11,1960338413713	14,9422043915737	10,5898120306129	15,5484262023321	1,2	11,06	37,14
4	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	10,8327649269695	8,2283964073675	0,8228396407368	100	9,4665297117443	12,1990001421947	9,2000722685984	12,4654575853406	8,6716532409511	12,9938766129879	1,2	9,3	37,14
5	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	9,1929845731545	7,4852165429015	0,7485216542901	100	7,950146244979	10,43582290133	7,7077549499231	10,6782141963859	7,2270621573653	11,1589069889437	1,2	7,12	35,06


1	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	18,8541809567798	12,7908477060629	1,2790847706063	100	16,7304006108356	20,977961302724	16,3161988141921	21,3921630993675	15,4947839268914	22,2135779866682	1,2	17,88	49,1
2	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	13,8052723312131	10,0221408141588	1,0022140814159	100	12,1412054785285	15,4693391838977	11,8166618027039	15,7938828597223	11,1730503817445	16,4374942806817	1,11111111111	12,23	42,88
3	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	12,0446827054108	8,9041687921376	0,8904168792138	100	10,5662428777872	13,5231225330344	10,2779021207026	13,811463290119	9,7060856959449	14,3832797148767	1,09090909091	9,92836528551	37,14
4	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	10,1918992168897	8,0033959892966	0,8003395989297	100	8,8630228598661	11,5207755739133	8,6038515309443	11,7799469028351	8,0898817952673	12,2939166385121	1,09090909091	8,32161616162	37,14
5	49,72	0	0	100	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	49,72	8,8999104286153	7,4347856558796	0,743478565588	100	7,6654455975798	10,1343752596507	7,4246873892818	10,3751334679488	6,9472332156437	10,8525876415869	1,11111111111	6,44909090909	35,06
