1	12,92	0	0	100	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	0	0	0	100	0	0	0	0	0	0	0	0	0
2	48,6	0	0	100	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	0	0	0	100	0	0	0	0	0	0	0	0	0
3	111,48794612785	0,26225548237	0,0263576677	99	111,44417787823	111,53171437747	111,43564018305	111,54025207265	111,41870636511	111,55718589059	111,32	111,32	111,893333333	0	0	0	100	0	0	0	0	0	0	0	0	0
4	199	0	0	100	199	199	199	199	199	199	199	199	199	0	0	0	100	0	0	0	0	0	0	0	0	0
5	61,6764	0,60033	0,06003	100	61,57672	61,77608	61,55728	61,79552	61,51873	61,83407	61,3	61304	63	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0


1	12,92	0	0	100	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	6,009403960067	3,2553856184472	0,3255385618447	100	5,4688827879128	6,5499251322212	5,3634647106348	6,6553432094992	5,1544072445194	6,8644006756146	1	5,92	12,32
2	48,6	0	0	100	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	26,0725446792523	14,5579763432104	1,455797634321	100	23,6553519532553	28,4897374052493	23,1839258136107	28,9611635448939	22,2490277699403	29,8960615885643	1,11111111111	28,5	48,6
3	111,48794612785	0,26225548237	0,0263576677	99	111,44417787823	111,53171437747	111,43564018305	111,54025207265	111,41870636511	111,55718589059	111,32	111,32	111,893333333	56,2707045995002	31,3741517043114	3,1532208884512	99	51,0346207203889	61,5067884786115	50,0132390458286	62,5281701531718	47,9874122899902	64,5539969090102	1,70642201835	49,9333333333	110,08
4	199	0	0	100	199	199	199	199	199	199	199	199	199	89,8674830618322	56,0794969941031	5,6079496994103	100	80,5560960245165	99,1788700991479	78,7400921955591	100,994873928105	75,1387254400582	104,596240683606	2,4161849711	75,88	195,06
5	61,6764	0,60033	0,06003	100	61,57672	61,77608	61,55728	61,79552	61,51873	61,83407	61,3	61304	63	32,4119032525423	18,3090891786593	1,8309089178659	100	29,3718792726348	35,4519272324498	28,7789820849752	36,0448244201094	27,6031914908039	37,2206150142807	1,39655172414	31,5	60784


1	12,92	0	0	100	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	12,92	5,1552452884619	3,0179049858328	0,3017904985833	100	4,6541551776164	5,6563353993074	4,5564273572282	5,7540632196956	4,362620649433	5,9478699274908	1	4,41739130435	12,28
2	48,6	0	0	100	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	48,6	21,016927649823	14,5385967486524	1,4538596748652	100	18,6029526935141	23,4309026061319	18,1321541168793	23,9017011827667	17,1985006105411	24,8353546891049	1,07142857143	21,3704123711	48,16
3	111,48794612785	0,26225548237	0,0263576677	99	111,44417787823	111,53171437747	111,43564018305	111,54025207265	111,41870636511	111,55718589059	111,32	111,32	111,893333333	46,1572545591566	28,7415812825383	2,8886376059297	99	41,3605246959238	50,9539844223893	40,424846029723	51,8896630885901	38,5690041597652	53,745504958548	1,21739130435	42,9066666667	103,013333333
4	199	0	0	100	199	199	199	199	199	199	199	199	199	45,137195980011	41,2290394596352	4,1229039459635	100	38,2915649711274	51,9828269888946	36,9564586036291	53,3179333563929	34,3087727285796	55,9656192314424	1,85542168675	29,6722169663	194,29
5	61,6764	0,60033	0,06003	100	61,57672	61,77608	61,55728	61,79552	61,51873	61,83407	61,3	61304	63	27,202885686127	16,7701918974211	1,6770191897421	100	24,418378766185	29,9873926060689	23,8753151809095	30,5304561913445	22,7983509636824	31,6074204085716	1,41463414634	27,3088333334	59352
